variable.matsuri_food_f.1	축제 첫 번째의 요리 상인의 상점 생성에 성공했습니다.
variable.moongirl.7	<npcportrait name='NONE'/><title name='NONE'/>에서는, 천천히 해 가 주세요!
variable.moongirl.8	원아, 감사합니다. 그렇지만 지금은 답례하는 것이 없구나… 어떻게 하지요?
variable.moongirl.9	원아, 감사합니다. 그렇지만 지금은 답례하는 것이 없구나… 어떻게 하지요?
variable.moongirl.10	원아, 감사합니다. 그렇지만 지금은 답례하는 것이 없구나… 어떻게 하지요?
variable.moongirl.11	원아, 감사합니다. 그렇지만 지금은 답례하는 것이 없구나… 어떻게 하지요?
variable.moongirl.12	<npcportrait name='NONE'/><title name='NONE'/>달구경 이벤트 서포터와의 회화를 끝냈다.
variable.morrighan.1	모리안이 로그인했습니다.
variable.morrighan.2	끊고 있는 때의 혼잣말|혼잣말을 입력해 주세요.
variable.morrighan.3	<npcportrait name='NONE'/><title name='NONE'/>NPC의 첫인상. 회화가 선두에 나서 온다. <button title='계속한다' keyword='@continue'/>
variable.morrighan.4	처음의 인사<br/>
variable.morrighan.5	인사<button title='회화' keyword='@talk'/><button title='거래' keyword='@shop'/><button title='수리' keyword='@repair'/><button title='개조' keyword='@upgrade'/><button title='거래' keyword='@bank'/>
variable.morrighan.6	바이트나 퀘스트의 대사를 먼저 했을 경우의 인사<button title='종료' keyword='@end'/><button title='회화' keyword='@talk'/><button title='거래' keyword='@shop'/><button title='수리' keyword='@repair'/><button title='개조' keyword='@upgrade'/><button title='거래' keyword='@bank'/>
variable.morrighan.7	어린이 날의 대사
variable.morrighan.8	바이트 진행중의 인사
variable.morrighan.9	처음의 인사
variable.morrighan.10	2회째의 인사
variable.morrighan.11	3회째의 인사
variable.morrighan.12	4회째의 인사
variable.morrighan.13	잘 만날 때의 인사
variable.morrighan.14	<npcportrait name='NONE'/><title name='NONE'/>모리안과의 이야기를 끝냈다.
variable.morrighan.15	본문
variable.morrighan.16	굉장히 호의적인 때의 대사
variable.morrighan.17	호의적인 때의 대사
variable.morrighan.18	조금 호의적인 때의 대사
variable.morrighan.19	굉장히 싫은 때의 대사
variable.morrighan.20	싫은 때의 대사
variable.morrighan.21	조금 싫은 때의 대사
variable.morrighan.22	보통 때의 대사
variable.morrighan.23	굉장히 호의적인 때의 대사
variable.morrighan.24	호의적인 때의 대사
variable.morrighan.25	조금 호의적인 때의 대사
variable.morrighan.26	굉장히 싫은 때의 대사
variable.morrighan.27	싫은 때의 대사
variable.morrighan.28	조금 싫은 때의 대사
variable.morrighan.29	보통 때의 대사
variable.morrighan.30	굉장히 호의적인 때의 대사
variable.morrighan.31	호의적인 때의 대사
variable.morrighan.32	굉장히 싫은 때의 대사
variable.morrighan.33	싫은 때의 대사
variable.morrighan.34	보통 때의 대사|보통 때의 대사
variable.morrighan.35	우와! 이런 선물인 줄은 상상도 못했어요! 감사히 받겠습니다~ |역시 <username/>씨네요. 이런 센스의 선물이라니, 나, 감동했어요. |이런 걸 선물로 주시다니... <username/>씨... 멋져요! 다시 봤어요.
variable.morrighan.36	정말 마음에 드네요. 너무너무 고마와요. |어쩜... 이런 걸... 고마와요. |후후후... 여자의 마음을 헤아릴 줄 아는 사람이었군요. 오해해서 미안해요.
variable.morrighan.37	이것 저 주시는 거에요? 와아~기뻐라! |제가 이런 거 좋아하는 줄 어떻게 아셨어요? |와~이런 선물만 계속 받았으면 좋겠네요... 호호...
variable.morrighan.38	이거... 선물인가요? 애게... |실은 저 이런 거 별로에요... 하지만 잘 받을께요. 후훗. | 받는 처지에 불평할 입장은 아니지만... 좀 무시당하는 기분이네요.
variable.morrighan.39	(회화를 할 수 없다.)
variable.morrighan.40	(말이 통하지 않는 것 같다.)
variable.mugwortalchemist.1	Cornelis 집사는 연금술사를 보냈습니다.
variable.mugwortalchemist.2	비가 오기 시작하여 잎을 모으기 |이 비는 얼마 동안 만 유지 될 수 있습니다 | 마술사 옆에 선물로 나뭇잎의 나뭇잎을 수집합니다.
variable.mugwortalchemist.3	나에게 삶의 결정체를 모으라고 요청할 수 있겠 니? 이것은 아일린의 평화를위한 것입니다. 다시 모아서 돌아 오십시오. 당신이 삶의 결정체를 가져 오면, 특별한 비를 위해 그것을 고려해 볼 것입니다.
variable.mugwortalchemist.4	(그것은 매우 바쁜 것처럼 보인다, 나를 신경 쓸 시간 없음)
variable.mugwortalchemist.5	이제 강수량에 대비하고 결정화를받을 수 없습니다. 나중에 다시 오십시오.
variable.mugwortalchemist.6	마을 밖에서 나뭇잎을 모으는 것이 좋은시기입니다. 그 옆의 마술사는 선물로 대체 될 것입니다.
variable.mugwortalchemist.7	인생의 결정화에 감사드립니다.
variable.mugwortalchemist.8	잎을 모으기 위해 강수량을 수행하려면 훨씬 더 많은 결정화가 필요합니다. 수집 할 수있는 비가 언제 수집되는지 알려 드리겠습니다.
variable.mugwortalchemist.9	활력이 극도로 강할 때입니다. 이 기간 동안 움직이는 모든 생물은 초 생명력을 발휘합니다.
variable.mugwortalchemist.10	결정화 된 삶을 얻기 위해 그것을 극복하십시오. 나에게 가져 가라. 나는 강우를하기 위해 그것을 사용할 수있다. 이런 종류의 비에 젖어서, 컬렉션에있는 자라나는 잎은 옆에있는 마술사에게 선물로 바꿀 수 있습니다.
variable.mugwortalchemist.11	이게 뭐야! 지금 당신이 나를 볼 수 있다고 말할 수 있어요!
variable.mugwortalchemist.12	활동하지 않는 동안 실제로 볼 수 있습니다! 버그 야!
variable.mugwortmagician.1	런던 남작이 보낸 마술사가 나타났습니다.
variable.mugwortmagician.2	잎에 깨끗한 잎을 가져 와서 그것을 현재로 바꿀 수 있습니다. 비가 올 때 내게 묻지 마라. 아이린을 구하기 위해 충분한 숫자를 모으는 중 ...
variable.mugwortmagician.3	(그것은 매우 바쁜 것처럼 보인다, 나를 신경 쓸 시간 없음)
variable.mugwortmagician.4	꽤 많은 것을 모았습니다. 선물로 바꾸고 싶습니까? 선물 상자에 50 개의 잎이 있음 <button title='yes' keyword='@cheer'/><button title='not' keyword='@sorry'/>
variable.mugwortmagician.5	수집 아, 음, 이것은 선물입니다.
variable.mugwortmagician.6	고마워요. 다음 번에 다시 오세요.
variable.mugwortmagician.7	다음 번에 변경 사항을 알려주십시오. 다른 마을들도 파트너를 파견하고 있으므로 가까운 마을을 선택할 수 있습니다.
variable.mugwortmagician.8	나는 특별한 비가 내린 습기 만이 마을에 나타나서 자랄 필요가있다. 이런 종류의 비에 젖은 잎은 정화 능력이 강하기 때문에 빛나고 찾아 내기가 어렵지 않아야합니다.
variable.mugwortmagician.9	특별한 비에, 나는 당신이 아직도 그것의 옆에 연금사를 요구한다 것을 생각한다.
variable.mugwortmagician.10	이게 뭐야! 왜 나를 볼 수 있니?
variable.mugwortmagician.11	비 활동, 실제로 나를 볼 수 있습니다! 이것은 버그입니다!
variable.nao.97	나오가 로그인했습니다.
variable.nao.98	<br/>여성 분이었지요?
variable.nao.99	<npcportrait name='NONE'/><title name='NONE'/>무늬가 있는 흑의 드레스를 입고 있는 청렴한 소녀. <br/>바다를 연상시키는 푸른 눈동자에는, 빨려 들여갈 것 같은 신비적인 아름다움이 느껴진다. <br/>예쁜 피부와 인형과 같이 사랑스러운 몸매는, 왠지 이 세상의 사람은 아닌 것 같은 위화감조차 기억하는 것 같다.
variable.nao.100	안녕하세요. <username/>… <username/>씨군요? <br/><username/>씨가 오는 것을 기다리고 있었습니다.
variable.nao.101	<p/>제 이름은 나오. <br/><username/>씨와 같이 맑은 영혼을 가진 분을 에린에 이끄는 것이 나의 역할입니다.
variable.nao.102	에린에 가기 전에, 뭔가 알고 싶은 것이 있으면 들어 주세요. <br/>당신의 전송 이외에 내가 할 수 있는 것은 그렇게 없다고 생각합니다만, 할 수 있는 한 돕습니다. |아직 조금 시간이 있으니까, 듣고 싶은 것이 있으면 부디. |뭔가들으시고 싶은 것은 있습니까?
variable.nao.103	「에린」이란,<username/>씨가 지금부터 가는 세계의 이름입니다. <br/>통상 마비노기의 세계라고 말해지고 있는 곳이 「에린」인 것입니다. <p/>조금 전까지 에린은 한산하고 있던 것입니다만,<br/><username/>씨와 같은 다른 세계의 사람들이 조금씩 이주해,<br/>활기 있는 모습으로 바뀌고 있습니다.
variable.nao.104	마비노기는 「음유시인들의 사이에 전승되는 노래」라고 하는 의미로, 때로는 음유시인들을 그대로 마비노기라고 부를 때도 있습니다. <br/>에린의 사람들은 모두 음악과 노래를 아주 좋아해, 마비노기를 사랑하고 있습니다. <br/><username/>씨도 에린에 도착하면, 노래를 만들어 악기를 연주해 봐 주세요.
variable.nao.105	그것은<username/>씨가 무엇을 알고 싶은 것처럼 걸려 있습니다. <br/>하지 않으면 안 되는 것이 정해져 있는 것이 아닙니다. <br/>목표는<username/>씨가 스스로 결정하는 것으로, 에린에서의 생활을 통해, 그 목표를 추구해 나가는 것입니다. <p/>「최고」란 멋진 말이지만,<br/>나는, 인생의 목표가 항상 「최고」일 필요는 없다고 생각합니다. <br/>행복이라든지 즐거움이라든지 쪽이, 좀 더 멋진 목표라고 생각하지 않습니까? <p/>당황해 결정하지 말고 여러가지 경험한 뒤로, 「나는 무엇을 하자」<br/>「나는 이것을 하자」라고 결정하면 좋은 것이 아닐까요.
variable.nao.106	부자, 입니까…. <br/>확실히 돈은 중요합니다. <br/>돈이 없어도 살아 갈 수 있지만, 돈이 있으면 좀 더 다양한 일이 생길테니까. <br/>그렇지만, 그다지 욕구를 내지 말아 주세요. <p/>아무래도 돈이 필요한 때는, 아르바이트를 노력하면 좋은 것 같습니다. <br/>던전에 있는 보물상자도, 꽤 좋은 수입이 된다고 하는 소문이에요. <br/>아, 파티를 짜 퀘스트를 수행하는 것도 좋은 방법입니다. <p/>그리고, 상점의 상품은, 「살 때는 비싸서 팔 때는 싸다」일도 기억해 두어 주세요. <br/>이것은, 자신이 그 상품을 손에 넣거나 만들거나 하면, 그 정도의 가격으로 팔린다고 하는 일입니다. <br/>「곤란은 성공의 기회로도 된다」라고 하는 일을 잊지 말아 주세요. <p/>굉장히 이상적인 이야기이지만, 나는 「지금의 자신을 부자라고 생각하는 마음」이, 진정한 부자를 기르는 것이라고 생각합니다. <br/>욕구를 버려 타인과 비교하는 것을 그만두면, 언제라도 부자가 될 수 있다고는 생각하지 않습니까? <br/>거기에 에린에서는, 가격이 비싼 것이라도 반드시 좋은 성능을 가지고 있다고는 할 수 없기 때문에, 상품을 살 때는 주의해 주세요.
variable.nao.107	「강함」란, 어떤 식으로 생각할까에 의해 바뀌어 오지 않습니까? <br/>단순하게 싸움에 강한 일을 의미한다면, 무엇보다도 「냉정 침착한 마음」을 가져 주세요. <br/>넘어진 상대를 공격하지 않는 정의감과 냉정에 대처하는 판단력이,<username/>씨를 강자에게 길러 갈 것입니다. <p/>그렇지만, 진정한 강자는, 보다 많은 사람의 총애를 받는 사람이라고 생각합니다. <br/>좋은 검보다, 좋은 친구가<username/>씨를 강하게 해 줄 것입니다. <p/>강해지기 위해서는 육체의 단련도 중요합니다만, 지혜와 경험을 쌓는 일도 중요합니다. <br/>영리한 전사가 거대한 괴물을 넘어뜨렸다고 하는 전설은, 단순한 노래안의 이야기만이 아닙니다.
variable.nao.108	지금 보고 있는 책에는, 회화를 할 때의 화제가 쓰여져 있습니다. <br/>그것은, 에린의 사람들과 회화할 경우에 사용하는 책입니다. <br/>그 책에 써 있는 내용으로 의문으로 생각하는 점이 있으면, 나에게 들어 주세요.
variable.nao.109	심의 준비는 할 수 있었습니까? <p/>이제 곧 에린에 출발합니다. <p/>에린에 도착하면, 틴이라고 하는 인물을 찾아 주세요. <br/>나의 작은 친구로,<username/>씨의 앞으로의 생활에 도움이 되는 것을 줄 것입니다. <br/>틴과 헤어진 뒤는, 거기에서 남동으로 가면 마을이 있을 것입니다. <p/><image name='Tir_Chonaill'/>티르코네일이라고 하는 작은 마을입니다. <br/>촌장씨에게는 미리 이야기 해 두었으니까, 나의 소개장을 보여 주세요. <p/><image name='NPC_Duncan'/>촌장 던컨씨는, 광장의 동쪽으로 가(오)실 것입니다. <br/>마을에 도착하면, 지도에서 「촌장의 집」를 찾아 봐 주세요. <p/>그리고, 내가 만든 빵과 정보가 몇개인가 기록된 책을 드립니다. <br/>에린에 도착하면, 목록을 열어 확인해 봐 주세요. <p/><image name='Novice_items'/><npcportrait name='NONE'/><title name='NONE'/>(나오로부터 빵과 여행자 가이드를 받았다.)<p/>에린에서의 모든 사건이 행복한 것이도록…. <br/>그러면, 또 만나뵙시다.
variable.nao.110	<npcportrait name='NONE'/><title name='NONE'/>무늬가 있는 흑의 드레스를 입고 있는 청렴한 소녀. <br/>바다를 연상시키는 푸른 눈동자에는, 빨려 들여갈 것 같은 신비적인 아름다움이 느껴진다. <br/>예쁜 피부와 인형과 같이 사랑스러운 몸매는, 왠지 이 세상의 사람은 아닌 것 같은 위화감조차 기억하는 것 같다.
variable.nao.111	<username/>씨…. <br/>안녕하셨습니까? <p/>그 쪽의 세계에서는,<br/>오늘은 발렌타인데이라고 하네요.
variable.nao.112	<username/>씨…. 초콜릿, 많이 받을 수 있었습니까? <br/><br/><button title='2개이상' keyword='@reply1'/><button title='그녀가 준' keyword='@reply2'/><button title='오늘중에 받을 수 있는 그렇게' keyword='@reply3'/><button title='1개도 받을 수 없었다' keyword='@reply4'/><button title='화낸다' keyword='@reply5'/>
variable.nao.113	<username/>씨는, 역시<br/>많은 분으로부터 사랑 받고 있군요…. <br/>후후. 뭐든지 적당이 제일입니다. <br/>초콜릿의 과식에는, 조심해 주세요.
variable.nao.114	아, 역시…. <p/>여성이, 좋아하는 남성에게 주는 것인거야…. <br/>조금… 안이나 좋습니다.
variable.nao.115	아무튼…! 주시는 분이 계십니까? <br/>그것은,<username/>씨의 일을…<br/>좋아하는 분이라는 것이군요? <br/>후후… 멋진 1일이 될 것 같네요.
variable.nao.116	아…. 그런 것입니까? <br/><username/>씨라면, 반드시 많이 받은 것이라고…. <p/>그… 기분 나쁘게 해 버리면 미안해요….
variable.nao.117	아… 저…. <br/>화내 버려졌습니까? <br/>… 정말로 미안해요. <br/>화나게 할 생각은 전혀 없었던 것입니다….
variable.nao.118	에린에서는, 몇년전까지는<br/>발렌타인데이라고 하는 습관은 없었던 것이지만…. <br/>많은 사람들이, 제각각의 초콜릿을 준비해,<br/>상대에게 건네주는… 로맨틱하고 멋지네요. <p/>……. <p/>네… 와……. <p/>…………. <p/><npcportrait name='NONE'/><title name='NONE'/>(나오가 뺨을 붉히면서 응시하고 있다.)<p/>그… 나도… 준비, 해 본 것이지만…. <br/>…… 받아 받을 수 있습니까? <p/><image name='nao_chocolate'/><npcportrait name='NONE'/><title name='NONE'/>(품으로부터 작은 초콜릿을 꺼내 건네주었다.)
variable.nao.119	아, 특히 깊은 의미는…. <br/>그… 나도, 여러분과 같이,<br/>이런 일 해 보고 싶어서……. <p/>그리고, 그렇지만, 노력하고 있는 사람은 좋아해요? <br/>물론,<username/>씨도……. <p/>아… 시간이 걸려 버렸어요. 미안해요. <br/>그럼… 또 만나뵐 수 있는 날을 기대하고 있습니다.
variable.nao.120	안녕하세요,<username/>씨. <br/>에린에서의 생활은 즐겁습니까?
variable.nao.121	<button title='전생' keyword='@rebirthgo'/><button title='전생이란? ' keyword='@aboutrebirth'/><button title='전생에 의해 바뀌는 것' keyword='@change'/><button title='전생에 의해 변함없는 것' keyword='@dont_change'/><button title='그만둔다' keyword='@rebirthexit'/>
variable.nao.122	<username/>씨는 아직{0}세군요. <br/>내가 생각컨대… 전생을 하려면 아직 빠른 것이 아닐까요? <br/>좀 더, 이 에린에서의 현재의 생활을 즐겨 봅시다. <br/>지금의 인생에서도, 아직 중요한 일이 있을 것입니다.
variable.nao.123	에서는, 또 만날 수 있는 날까지…. <br/>에린에서의 모든 사건에, 행운이 함께 있을 것을 바라…. <br/>또 만나뵙시다.
variable.nao.124	<username/>씨가 이제(벌써){0}세가 되어 있었다니…. <br/>시간이란, 이렇게도 빨리 흘러 버리는군요. <br/>아마 전생을 위해서, 여기에 가(오)신 것이지요? <p/>그러나…. <br/>어떻게 하지요,<username/>씨. <br/>가지고 계신 것이 너무 많네요, 후훗. <p/>우선, 그 아이템을 정리하지 않습니까? <br/>이대로 전생 해도 좋습니다만,<br/>혹시, 중요한 것을 잃어 버릴지도 모릅니다. <p/>전생 하는 것이라면, 우선 목록의 것을 정리하고 나서 와 주세요. <br/>그럼, 또 만나는 날까지…. <br/>에린에서의 모든 사건에 행운이 함께 있는 일을….
variable.nao.125	<username/>씨가 소망이라면, 지금의 육체를 버려 새로운 몸으로 전생 할 수가 있습니다. <br/>전생에 대해 알고 싶다면, 묻고 싶은 것을 들어 주세요. <br/>최종적으로 전생을 결심 하셨다면, 「전생」버튼을 눌러 주세요.
